 ,OBJECTID,Verified_B,Latitude,Longitude,CLASS_OB_1,ACRES_1,SITENAME_1,COUNTY,DESIG,REGION,TRAIL,NATURALAREA,HUNTING,FISHING,PICNIC,WATERREC,Playgrounds,Sports Facilities,ADA Compliant,Waste Receptacles,Restroom Facilities,No Fee/Reservation Required,TOT SCORE,COMMENTS
yes,340,Coline Bodenreider,38.7810285040,-76.5599401255,Fishing 111,0,Deale Pier,Anne Arundel,COUNTY,SOUTHERN,0,0,0,1,0,1,0,0,0,0,0,1,3, 
yes,341,Coline Bodenreider,38.7813333061,-76.5917491785,Picnic 272,0,Deale Tracys Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,0,1,,,,1,3, 
yes,345,Coline Bodenreider,38.8443897371,-76.5083690744,Water Recreation 280,0,Discovery Village,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,0,1,0,0,0,1,1,0,3, 
yes,347,Coline Bodenreider,39.1111232390,-76.4390409413,Fishing 117,0,Downs Memorial Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,0,0,0,,,,5, 
yes,349,Coline Bodenreider,38.9379905216,-76.5529345994,Picnic 312,0,Edgewater Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,0,1,,1,,1,5, 
yes,351,Coline Bodenreider,38.8443450582,-76.5390791056,Picnic 270,0,Elizabeth Dixon Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,0,0,,,,,1, 
yes,354,Coline Bodenreider,39.1075237960,-76.5975834435,Picnic 296,0,Elvaton Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,0,1,,,,,3, 
yes,359,Coline Bodenreider,38.7381165143,-76.5889871279,Trail 225,0,Friendship Pond Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,0,0,0,0,0,0,0,1,4, 
yes,363,Coline Bodenreider,38.7755628855,-76.6947394339,Fishing 123,0,Jug Bay Wetlands Sanctuary,Anne Arundel,COUNTY,SOUTHERN,1,1,1,1,1,1,0,0,,1,1,0,8, 
yes,366,Coline Bodenreider,39.0999597256,-76.5846736186,Fishing 119,0,Kinder Farm Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,1,1,0,1,1,0,9, 
yes,367,Coline Bodenreider,38.9200171949,-76.6405078858,Natural Area 366,0,Kings Branch Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,0,0,0,1,3, 
yes,370,Coline Bodenreider,39.1819375978,-76.6258968272,Trail 239,0,North Glen Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,0,1,0,1,1,1,5, 
yes,635,Jameela Rogers,38.8426225273,-76.5398663450,Fishing 110,0,Galesville Wharf,Anne Arundel,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,0,0,0,1,4, 
yes,638,Jameela Rogers,39.0040257174,-76.5939110001,Natural Area 390,0,Generals Highway Corridor Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,0,1,,1,1,1,7, 
yes,651,Jameela Rogers,39.1458186468,-76.5512532160,Fishing 114,0,Green Haven Wharf,Anne Arundel,COUNTY,SOUTHERN,0,0,0,1,0,1,0,0,0,0,0,1,3, 
yes,657,Jameela Rogers,39.2137708357,-76.6231056959,Picnic 262,0,Hammond Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,,,1,4, 
yes,659,Jameela Rogers,39.1352405453,-76.4474657096,Natural Area 347,0,Hancocks Resolution Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,1,1,1,4, 
yes,662,Jameela Rogers,39.1525210503,-76.4879489209,Fishing 128,0,Harry and Jeanette Weinberg Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,0,0,1,4, 
yes,666,Jameela Rogers,39.0539166984,-76.5684837051,Picnic 274,0,Herald Harbor Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,0,1,0,1,5, 
yes,675,Jameela Rogers,38.9645563082,-76.5411496266,Fishing 133,0,Homeport Farm Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,1,1,0,0,,,,,4, 
yes,676,Jameela Rogers,38.8492241028,-76.5530931044,Natural Area 385,0,Hot Sox Field at Wilson Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,1,,,,,2, 
yes,682,Jameela Rogers,39.0837418449,-76.5545655022,Natural Area 380,0,Cattail Creek Natural Area,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,684,Jameela Rogers,39.2031119453,-76.6035318901,Picnic 281,0,Cedar/ Morris Hills Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,0,,,1,5, 
yes,692,Jameela Rogers,39.1632102377,-76.4803729706,Fishing 126,0,Fort Smallwood Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,0,0,0,1,1,0,7, 
yes,923,Jameela Rogers,38.8007100956,-76.6993456102,Natural Area 372,0,Glendening Nature Preserve,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,,,1,4, 
yes,929,Jewel Aleshire,39.1141184224,-76.5113060019,Natural Area 350,0,Lake Shore Athletic Complex,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,0,1,1,1,8, 
yes,931,Jewel Aleshire,39.1137838641,-76.5602383498,Fishing 118,0,Lake Waterford Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,0,1,1,1,1,1,1,10, 
yes,962,Jewel Aleshire,39.2019188520,-76.6501971150,Picnic 287,0,Linthicum Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,0,1,6, 
yes,977,Jewel Aleshire,38.9185695941,-76.5352216066,Natural Area 392,0,Loch Haven Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,0,1,7, 
yes,985,Jewel Aleshire,38.9408712362,-76.5411719850,Natural Area 393,23,London Town House & Gardens,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,0,1,1,0,5, 
yes,1012,Jewel Aleshire,39.0636573134,-76.5060555816,Picnic 309,0,Mago Vista Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,0,,0,1,4, 
yes,1013,Jewel Aleshire,39.0981130330,-76.4881489918,Hunting 58,0,Magothy Greenway Natural Area,Anne Arundel,COUNTY,SOUTHERN,1,1,1,0,0,0,0,0,,,1,,4, 
yes,1043,Jewel Aleshire,39.0810161835,-76.8231250991,Natural Area 353,0,Maryland City Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,0,1,7, 
yes,1056,Jewel Aleshire,39.1531233010,-76.7137581919,Picnic 322,0,Matthewstown - Harmans Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,0,1,6, 
yes,1062,Jewel Aleshire,38.8924910714,-76.4922397510,Fishing 132,0,Mayo Beach Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,0,0,,1,1,1,8,"Only open to the public on weekends, mainly a wedding venue"
yes,1077,Jewel Aleshire,39.1260763223,-76.7082577567,Picnic 291,0,Meade Village Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,,,,4, 
yes,1165,Jewel Aleshire,38.8075940032,-76.6929278289,Natural Area 371,0,Nature Preserve at Wayson's Corner,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,,2, 
yes,1184,Jewel Aleshire,39.1378537520,-76.6802079459,Picnic 314,0,Severn Danza Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,0,1,,,1,1,5, 
yes,1209,Jewel Aleshire,38.9734238022,-76.5117066812,Trail 269,0,Wiley H. Bates Heritage Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,0,1,,1,1,1,5, 
yes,1280,Samuel Bara-Garcia,39.0383620250,-76.7219875244,Fishing 107,0,Patuxent Ponds Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,0,0,0,0,0,0,1,5, 
yes,1286,Samuel Bara-Garcia,38.8116500829,-76.7099800979,Fishing 122,0,Patuxent Wetlands Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,1,0,1,5, 
yes,1294,Samuel Bara-Garcia,38.9425108578,-76.4837939751,Trail 224,0,Peninsula Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,1,1,1,6, 
yes,1341,Samuel Bara-Garcia,39.1361776807,-76.4776040534,Trail 246,0,Poplar Ridge Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,0,1,,,0,1,3, 
yes,1362,Samuel Bara-Garcia,39.0240568284,-76.6984980717,Natural Area 361,0,Anne Arundel Archers,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,1,,0,,1,3,free archery range
yes,1363,Samuel Bara-Garcia,38.8893927531,-76.6718322393,Natural Area 365,0,PRG-Bayard,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,0,0,0,1,2, 
yes,1364,Samuel Bara-Garcia,39.1126669307,-76.8178044384,Natural Area 342,0,PRG-Oxbow,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,0,0,0,1,3, 
yes,1365,Samuel Bara-Garcia,38.8591404960,-76.6874801524,Fishing 121,0,PRG-Wootons Landing,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,,1,1,5, 
yes,1371,Samuel Bara-Garcia,39.1292667175,-76.7291370265,Picnic 292,0,Provinces Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,0,1,0,1,6, 
yes,1373,Samuel Bara-Garcia,39.2183216797,-76.6355999903,Picnic 278,0,Pumphrey Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,0,,,1,4, 
yes,1379,Samuel Bara-Garcia,39.1517568655,-76.6623295203,Natural Area 355,0,Queenstown Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,1,1,8, 
yes,1382,Samuel Bara-Garcia,38.9393797146,-76.5022034669,Fishing 108,340,Quiet Waters Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,1,0,,1,1,0,8, 
yes,1407,Samuel Bara-Garcia,38.9310631056,-76.6042663478,Natural Area 386,0,Riva Area Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,1,1,8, 
yes,1421,Samuel Bara-Garcia,38.9164215913,-76.6694683727,Picnic 305,0,Riverwood Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,1,1,6, 
yes,1428,Samuel Bara-Garcia,39.1568746158,-76.5116547135,Trail 233,0,Rock Creek Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,,,1,4, 
yes,1449,Samuel Bara-Garcia,38.7270060018,-76.5369416920,Fishing 113,0,Rose Haven Memorial Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,1,1,1,0,0,0,0,0,1,4, 
yes,1471,Samuel Bara-Garcia,38.8432268497,-76.6935691825,Natural Area 369,0,Sands Road Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,1,0,0,0,1,3, 
yes,1477,Samuel Bara-Garcia,39.1519050778,-76.7549933302,Picnic 263,0,Jessup Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,1,1,6, 
yes,1478,Samuel Bara-Garcia,39.1640899906,-76.7436851322,Natural Area 354,0,Jessup Dorsey Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,0,1,7, 
yes,1490,Samuel Bara-Garcia,38.9960859173,-76.4840754774,Fishing 127,0,Jonas Green Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,1,1,0,0,0,1,1,8, 
yes,1527,Samuel Bara-Garcia,39.1660109526,-76.6385086829,Picnic 293,0,Sawmill Creek Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,1543,Jan-Michael Archer,39.1794039859,-76.5480345070,Picnic 317,0,Solley Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,,1,5, 
yes,1544,Jan-Michael Archer,39.1859371090,-76.5697402032,Fishing 116,0,Solleys Cove Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,0,0,1,4, 
yes,1550,Jan-Michael Archer,38.9169947255,-76.5160022340,Fishing 137,0,South River Farms Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,0,1,0,0,,1,,,5, 
yes,1551,Jan-Michael Archer,39.0127432118,-76.5684411863,Trail 285,0,South Shore Trail-Weber,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,0,0,1,,,,2, 
yes,1552,Jan-Michael Archer,39.1229344993,-76.6175032103,Picnic 295,0,Southgate Old Mill Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,1554,Jan-Michael Archer,39.0575833817,-76.4743410289,Fishing 125,0,Spriggs Farm Park on the Magothy,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,0,0,1,4, 
yes,1571,Jan-Michael Archer,39.1582627580,-76.5509007159,Natural Area 341,0,Stoney Creek Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,0,1,2, 
yes,1577,Jan-Michael Archer,39.0644467201,-76.5452001209,Natural Area 358,0,Sullivans Cove Natural Area,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,0,0,0,1,2, 
yes,1578,Jan-Michael Archer,39.1440356598,-76.5854496600,Picnic 277,0,Sun Valley Park,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,1,1,,1,1,1,6, 
yes,1586,Jan-Michael Archer,38.9088310899,-76.4653854511,Fishing 135,0,Thomas Point Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,1,0,0,0,,1,1,1,7, 
yes,1588,Jan-Michael Archer,39.1417459604,-76.5281130764,Trail 234,0,Tick Neck Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,1,1,1,6, 
yes,1599,Jan-Michael Archer,39.0587826426,-76.5166286545,Picnic 299,0,Twin Oaks Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,,0,1,1,6, 
yes,1615,Jan-Michael Archer,39.0574899213,-76.6111755347,Trail 252,0,Waterbury Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,1,1,1,6, 
yes,1628,Jan-Michael Archer,39.1535917440,-76.7158179344,Picnic 289,0,Cannon Stadium,Anne Arundel,COUNTY,SOUTHERN,0,0,0,0,1,0,0,1,,1,1,0,4, 
yes,1629,Jan-Michael Archer,39.0378132575,-76.4379001252,Natural Area 335,0,Cape Saint Claire Park,Anne Arundel,COUNTY,SOUTHERN,0,1,0,0,0,0,0,1,,1,1,1,5, 
yes,1632,Jan-Michael Archer,38.8886279088,-76.5233268755,Fishing 134,0,Carr's Wharf,Anne Arundel,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,0,1,1,1,6, 
yes,1644,Jan-Michael Archer,39.2044751399,-76.6542750680,Trail 229,0,J. Charles Linmthicum Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,0,0,,0,,,1, 
yes,1645,Jan-Michael Archer,38.8409454685,-76.4960383843,Fishing 136,0,Jack Creek Park,Anne Arundel,COUNTY,SOUTHERN,1,1,0,1,0,1,0,0,0,0,0,1,5, 
yes,1646,Jan-Michael Archer,39.1137559810,-76.5189618574,Trail 236,0,Jacobsville Park,Anne Arundel,COUNTY,SOUTHERN,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,369,Coline Bodenreider,39.4484956455,-76.7781745509,Natural Area 1166,0,L-1 MPT,Baltimore,WMA,CENTRAL,0,1,0,0,0,0,0,0,,,,,1,Maryland Public Television building; unclear if this listing includes nearby Gwynnbrook State Game Farm
yes,442,Coline Bodenreider,39.4127628620,-76.5212647016,Natural Area 1113,4,CUB HILL FT,Baltimore,FT,CENTRAL,0,1,0,0,0,0,0,0,,,,,1,2 acres adjacent to Forest Service Baltimore County Office
yes,617,Coline Bodenreider,39.2216783314,-76.4272554317,Fishing 328,1328,NORTH POINT SP,Baltimore,SP,CENTRAL,1,1,0,1,1,1,0,0,,1,,,6, 
yes,656,Jameela Rogers,39.3592423231,-76.3512039668,Natural Area 998,0,HAMMERMAN AREA,Baltimore,SP,CENTRAL,0,1,0,0,1,1,0,0,1,1,1,0,6, 
yes,865,Jameela Rogers,39.4459290808,-76.7794609414,Natural Area 1162,88,GWYNNBROOK WMA,Baltimore,WMA,CENTRAL,0,1,1,0,0,0,0,0,,,,,2, 
yes,887,Jameela Rogers,39.2490616638,-76.3656550662,Fishing 326,244,"HART, MILLER AND PLEASURE ISLANDS SP",Baltimore,SP,CENTRAL,1,1,0,1,1,1,0,0,,1,1,1,8, 
yes,921,Jameela Rogers,39.5300654996,-76.5103293881,Fishing 316,12801,GUNPOWDER FALLS SP,Baltimore,SP,CENTRAL,1,1,1,1,1,1,0,0,1,1,1,,9, 
yes,1592,Jan-Michael Archer,39.5833141990,-76.6114103963,Fishing 354,0,TORREY C BROWN RAIL TRAIL,Baltimore,RT,CENTRAL,1,1,0,1,1,1,0,0,,,,,5, 
yes,1820,Jan-Michael Archer,39.4336673092,-76.8434747711,Hunting 132,57,SOLDIERS DELIGHT HCF,Baltimore,HCF,CENTRAL,1,1,1,0,0,0,0,0,1,1,1,,6, 
yes,1866,Jan-Michael Archer,39.4138212967,-76.8411735644,Natural Area 1047,2078, ,Baltimore,NEA,CENTRAL,1,1,0,0,0,0,0,0,,,,,2,no sitename given; perhaps serpentine trail at soldiers delight hcf
yes,108,Menna Kassa,39.2630288735,-76.4691071854,Picnic 46,3.099999905,Battle Grove Park,Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,,1,1,1,5, 
yes,125,Menna Kassa,39.3874706114,-76.5526262469,Trail 58,4.800000191,Briarcliff Park,Baltimore,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,,0,0,,1, 
yes,162,Menna Kassa,39.3592854379,-76.7998830694,Natural Area 115,10.60000038,Brice Run Greenway - Preserve at Edrich Farm,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1, 
yes,176,Menna Kassa,39.2248983771,-76.4374463273,Natural Area 22,12.89999962,Oak Road Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,1,0,0,4, 
yes,178,Menna Kassa,39.4522324235,-76.6537357613,Natural Area 81,13.60000038,Old Padonia Road Rt. of Way,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,,,1, 
yes,179,Menna Kassa,39.2596552230,-76.4187319289,Natural Area 117,13.89999962,Back River Neck Road Conservation Area,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,0,,1,no sitename identifiers based on lat/long lookup on googlemaps
yes,187,Menna Kassa,39.2682245908,-76.7921570285,Trail 34,15.19999981,Number Nine Trolley Line Trail,Baltimore,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,,,0,,1, 
yes,193,Menna Kassa,39.2712584547,-76.4860655028,Natural Area 23,17,Bear Creek Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,,1,,,4, 
yes,195,Menna Kassa,39.2953881416,-76.4154378727,Natural Area 32,17.39999962,Bauernschmidt Manor Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,,0,0,,2, 
yes,202,Menna Kassa,39.3503055253,-76.7780149954,Natural Area 101,20.29999924,Bens Run Greenway- Tameron Woods,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,1,0,0,,2, 
yes,216,Menna Kassa,39.3644908765,-76.7403984613,Natural Area 73,26.5,Silver Creek Park (Gwynns Falls),Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,1,0,,2, 
yes,225,Menna Kassa,39.3601015998,-76.4735239138,Picnic 62,35.29999924,Nottingham Park (MSRC Site),Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,1,1,1,,5, 
yes,229,Menna Kassa,39.3476905812,-76.4294575636,Natural Area 116,37.90000153,Sherman Property Forest Conservation Reservations,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1, 
yes,236,Menna Kassa,39.3913102448,-76.5028967502,Natural Area 58,48.40000153,Belmont Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,0,1,1,1,1,,7, 
,254,Menna Kassa,39.3137564527,-76.5040208424,Natural Area 45,71.30000305,Batavia Park Site,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1, 
,272,Menna Kassa,39.2689391929,-76.7750269266,Natural Area 30,126.5999985,Banneker Historic Park (includes LOS area),Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,1,1,1,,5, 
,276,Menna Kassa,39.5021532080,-76.6854808911,Natural Area 100,149.3000031,Baltimore County Center for MD Ag. and Farm Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,1,1,,4, 
,288,Menna Kassa,39.6885145454,-76.6647133104,Natural Area 122,247.5,BeeTree Conservation & Public Rec Access Easement,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,0,0,0,1,4, 
,292,Menna Kassa,39.3945941559,-76.8265609588,Natural Area 60,322.7000122,Northwest Regional Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,0,1,8, 
,309,Menna Kassa,39.4913047004,-76.6811246104,Natural Area 67,1099.5,Oregon Ridge Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,1,1,1,,6, 
,401,Coline Bodenreider,39.2441131097,-76.4508796903,Picnic 41,1.2,Edgemere Senior Center & Park,Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,0,0,1,1,1,,4,Can't find park
,420,Coline Bodenreider,39.3057606906,-76.4512643826,Picnic 55,2.9,Deep Creek Village Park,Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,1,0,1,1,0,1,5, 
,438,Coline Bodenreider,39.4562816258,-76.7275370019,Trail 76,4,Chestnut Ridge (leased site/area),Baltimore,COUNTY,CENTRAL,1,0,0,0,0,0,1,0,1,,0,1,4, 
,468,Coline Bodenreider,39.2974781936,-76.5207009625,Picnic 57,6.9,Colgate Park,Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,1,1,1,,6, 
,489,Coline Bodenreider,39.3436497238,-76.4547012846,Natural Area 75,10.3,Chestnut Woods,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,,0,,1,Between 2 schools
,490,Coline Bodenreider,39.3228054098,-76.4302556787,Natural Area 40,10.5,Darkhead Creek Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,0,1,0,,4,Fishing and walking
,501,Coline Bodenreider,39.3260984089,-76.7665571056,Natural Area 111,13.6,Dogwood Run Greenway - Rolling Wind,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1,Forest
,504,Coline Bodenreider,39.4063519743,-76.5254600867,Natural Area 57,14.6,Krause Memorial Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,1,1,0,1,6,Woods trail
,523,Coline Bodenreider,39.3802474768,-76.6111326748,Trail 47,20,Dumbarton Middle School Rec. Center,Baltimore,COUNTY,CENTRAL,1,0,0,0,0,0,0,1,1,1,1,0,5, 
,525,Coline Bodenreider,39.2510710987,-76.4999718321,Natural Area 25,20.3,Chesterwood Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,1,1,1,,7,Picnic area
,530,Coline Bodenreider,39.4482036215,-76.7860239495,Natural Area 74,22,Kendigs Mill Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,Forest
,531,Coline Bodenreider,39.4416856370,-76.3910727731,Natural Area 61,23,Kingsville Park/Athletic Fields (leased site/area),Baltimore,COUNTY,CENTRAL,0,1,0,0,1,0,0,1,1,1,0,,5,Baseball/Soccer
,533,Coline Bodenreider,39.4630028622,-76.8326503641,Trail 64,23.3,Franklin ESRC,Baltimore,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,1,1,1,1,7,Baseball/Basketball
,538,Coline Bodenreider,39.3926390362,-76.4394239329,Natural Area 71,25,Cowenton Ridge Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,1,1,1,1,8,Soccer
,539,Coline Bodenreider,39.4743198200,-76.5410058809,Natural Area 104,26,Dulaney Valley Branch Greenway- Cloverland Farms,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,Nothing is here
,541,Coline Bodenreider,39.3594699185,-76.3744502020,Natural Area 121,29,Ebenezer Road Forest Conservation Reservation,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1,Forest
,545,Coline Bodenreider,39.4157002556,-76.6444161471,Natural Area 63,31.3,Essex Farm Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,0,0,0,1,3,Baseball
,546,Coline Bodenreider,39.3084962976,-76.7139725145,Natural Area 36,32.1,Dead Run Stream Valley Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,1,0,0,1,3,Running trail in woods
,551,Coline Bodenreider,39.2955354476,-76.4658299584,Natural Area 35,36.2,Cox's Point Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,1,1,1,,6,Waterfront
,554,Coline Bodenreider,39.2369627868,-76.4377461187,Natural Area 106,41.4,Karll Trust Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3,Open grassland
,563,Coline Bodenreider,39.4601077151,-76.6277483420,Natural Area 65,60.3,County Home Park (excluding golf course),Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,1,1,1,,5,Historical museum
,572,Coline Bodenreider,39.4704804172,-76.5512166072,Natural Area 70,99,Cloverland Park,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,Open grassland
,575,Coline Bodenreider,39.3703434506,-76.5252365267,Natural Area 47,107.7,Double Rock Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,0,1,8,Baseball
,579,Coline Bodenreider,39.3454157844,-76.3913202650,Natural Area 38,133.9,Eastern Regional Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,1,1,1,,8,Baseball/Football/Soccer
,605,Coline Bodenreider,39.4155629663,-76.5521478040,Natural Area 62,455,Cromwell Valley Park,Baltimore,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,1,1,1,,5,Nature center
,613,Coline Bodenreider,39.2724066346,-76.4206988515,Natural Area 97,958.1,Essex Sky Park Property Critical Area Reservation,Baltimore,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,,1,Forest
,717,Jameela Rogers,39.3208344737,-76.5269785751,Picnic 80,1.700000048,Hamiltowne LOS and Playground,Baltimore,COUNTY,CENTRAL,0,0,0,0,1,0,1,0,1,0,0,1,4,Neighborhood playground
